,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
1136,10542.0,1968.0,PhD,Married,36778.0,1.0,1.0,5/8/19,63.0,29.0,4.0,34.0,2.0,4.0,4.0,3.0,3.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,8015.0,1962.0,PhD,Divorced,85696.0,0.0,0.0,3/5/20,88.0,714.0,76.0,395.0,116.0,0.0,12.0,1.0,4.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1138,10617.0,1989.0,Master,Divorced,10979.0,0.0,0.0,22/5/21,34.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,11166.0,1961.0,Graduation,Married,49678.0,0.0,1.0,2/2/20,81.0,229.0,5.0,56.0,3.0,2.0,20.0,2.0,6.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,849.0,1953.0,Master,Together,56129.0,0.0,1.0,20/6/20,65.0,320.0,48.0,133.0,39.0,72.0,48.0,4.0,6.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,523.0,1989.0,Graduation,Married,37155.0,1.0,0.0,31/1/20,51.0,23.0,0.0,26.0,7.0,15.0,3.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,4066.0,1978.0,2n Cycle,Divorced,21282.0,1.0,0.0,11/5/21,76.0,1.0,5.0,8.0,4.0,8.0,20.0,2.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,8414.0,1962.0,PhD,Single,33419.0,0.0,1.0,17/8/20,76.0,56.0,0.0,12.0,0.0,0.0,18.0,2.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,819.0,1945.0,Graduation,Widow,63285.0,0.0,0.0,5/11/20,84.0,508.0,124.0,249.0,50.0,38.0,134.0,1.0,6.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,4961.0,1974.0,Master,Together,21255.0,1.0,0.0,21/1/21,56.0,29.0,0.0,25.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,749.0,1981.0,Graduation,Together,42162.0,1.0,0.0,19/11/20,31.0,46.0,7.0,59.0,2.0,4.0,27.0,2.0,3.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1147,5430.0,1956.0,Graduation,Together,54450.0,1.0,1.0,14/9/19,0.0,454.0,0.0,171.0,8.0,19.0,32.0,12.0,9.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,7755.0,1954.0,PhD,Married,57744.0,0.0,1.0,12/11/20,91.0,350.0,3.0,39.0,0.0,0.0,19.0,2.0,9.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,10525.0,1986.0,Graduation,Single,26576.0,1.0,0.0,13/10/19,40.0,10.0,0.0,8.0,0.0,0.0,9.0,1.0,1.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1150,1453.0,1943.0,PhD,Widow,57513.0,0.0,0.0,6/7/20,59.0,735.0,40.0,183.0,52.0,20.0,30.0,2.0,9.0,3.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,8310.0,1964.0,Graduation,Together,68142.0,0.0,1.0,29/8/19,96.0,897.0,126.0,196.0,91.0,112.0,37.0,3.0,10.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,10710.0,1979.0,Graduation,Married,7500.0,0.0,1.0,29/8/19,61.0,5.0,2.0,3.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,5031.0,1974.0,Graduation,Together,83145.0,0.0,0.0,22/9/19,14.0,777.0,35.0,731.0,39.0,137.0,114.0,1.0,5.0,9.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1154,2613.0,1960.0,Master,Married,54197.0,0.0,1.0,3/4/21,16.0,162.0,6.0,37.0,6.0,13.0,13.0,2.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,213.0,1963.0,PhD,Single,23091.0,1.0,1.0,28/5/21,98.0,35.0,0.0,11.0,0.0,0.0,2.0,4.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,967.0,1976.0,Graduation,Married,46049.0,1.0,1.0,21/7/20,11.0,342.0,9.0,112.0,19.0,14.0,19.0,10.0,5.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1157,1077.0,1974.0,Graduation,Together,56715.0,0.0,0.0,5/12/19,52.0,258.0,105.0,239.0,237.0,172.0,9.0,1.0,7.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,7959.0,1961.0,Graduation,Married,79410.0,0.0,0.0,29/5/21,19.0,658.0,80.0,483.0,123.0,13.0,13.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,640.0,1951.0,Graduation,Married,57304.0,0.0,1.0,11/3/20,61.0,356.0,80.0,329.0,138.0,17.0,106.0,2.0,7.0,6.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,4252.0,1965.0,Graduation,Married,44375.0,0.0,1.0,23/3/21,73.0,213.0,5.0,28.0,7.0,7.0,41.0,1.0,4.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,8432.0,1956.0,Graduation,Together,54450.0,1.0,1.0,14/9/19,0.0,454.0,0.0,171.0,8.0,19.0,32.0,12.0,9.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,6218.0,1965.0,Graduation,Married,59594.0,0.0,1.0,20/10/19,74.0,457.0,4.0,29.0,0.0,0.0,9.0,1.0,8.0,1.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1163,6905.0,1994.0,Graduation,Together,80685.0,0.0,0.0,22/8/19,55.0,241.0,45.0,604.0,34.0,26.0,54.0,1.0,6.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,5922.0,1974.0,PhD,Married,40344.0,0.0,1.0,13/10/20,48.0,210.0,0.0,6.0,0.0,0.0,2.0,2.0,4.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,3598.0,1972.0,Graduation,Married,62710.0,0.0,1.0,23/5/20,53.0,441.0,35.0,83.0,7.0,29.0,11.0,4.0,4.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,6116.0,1968.0,2n Cycle,Married,48985.0,0.0,1.0,5/7/20,13.0,19.0,13.0,18.0,10.0,7.0,8.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,6263.0,1968.0,Graduation,Together,35322.0,1.0,2.0,22/8/19,34.0,28.0,9.0,37.0,12.0,7.0,13.0,3.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,10486.0,1948.0,Graduation,Married,77142.0,0.0,0.0,29/5/20,54.0,476.0,75.0,162.0,29.0,151.0,97.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,2410.0,1969.0,Graduation,Single,81657.0,0.0,0.0,22/1/21,69.0,364.0,40.0,425.0,158.0,60.0,50.0,1.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,193.0,1996.0,Basic,Married,14421.0,0.0,0.0,17/2/21,81.0,0.0,0.0,2.0,3.0,3.0,8.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,3363.0,1974.0,2n Cycle,Married,20130.0,0.0,0.0,17/3/21,99.0,0.0,6.0,3.0,7.0,6.0,12.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,8278.0,1990.0,PhD,Married,74214.0,0.0,0.0,26/8/19,3.0,863.0,83.0,547.0,86.0,99.0,33.0,1.0,8.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,10660.0,1957.0,Master,Married,66726.0,1.0,1.0,12/1/21,61.0,349.0,7.0,35.0,0.0,0.0,47.0,3.0,8.0,2.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1174,8686.0,1979.0,Basic,Together,23724.0,1.0,0.0,8/1/20,65.0,5.0,23.0,15.0,0.0,18.0,14.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,1604.0,1960.0,Master,Married,47353.0,0.0,1.0,13/11/20,93.0,184.0,2.0,19.0,8.0,8.0,4.0,3.0,2.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,5907.0,1952.0,Master,Married,33444.0,1.0,1.0,3/11/19,24.0,8.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,10669.0,1981.0,Graduation,Married,54386.0,0.0,1.0,17/5/20,8.0,277.0,21.0,64.0,62.0,21.0,25.0,2.0,3.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,2918.0,1981.0,Graduation,Divorced,28510.0,1.0,1.0,13/4/20,72.0,44.0,5.0,19.0,0.0,4.0,19.0,3.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,5735.0,1991.0,Master,Single,90638.0,0.0,0.0,13/2/21,29.0,1156.0,120.0,915.0,94.0,144.0,96.0,1.0,3.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1180,359.0,1950.0,Graduation,Together,48070.0,0.0,1.0,13/1/20,33.0,373.0,14.0,83.0,6.0,9.0,19.0,3.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1181,8387.0,1957.0,Graduation,Married,43140.0,0.0,1.0,5/1/20,68.0,134.0,8.0,76.0,6.0,0.0,11.0,1.0,4.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,1829.0,1961.0,PhD,Divorced,54959.0,0.0,1.0,19/1/20,55.0,1148.0,0.0,60.0,0.0,0.0,24.0,3.0,9.0,5.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1183,3839.0,1958.0,Basic,Single,15056.0,1.0,1.0,3/5/20,76.0,6.0,12.0,3.0,21.0,6.0,40.0,5.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,9392.0,1971.0,Graduation,Single,26954.0,1.0,0.0,8/5/21,17.0,4.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,2292.0,1985.0,Graduation,Single,22327.0,1.0,0.0,2/8/20,94.0,5.0,4.0,8.0,2.0,0.0,5.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,10466.0,1965.0,Graduation,Married,44393.0,1.0,1.0,22/8/20,86.0,24.0,2.0,20.0,2.0,2.0,10.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,9855.0,1952.0,PhD,Single,62000.0,0.0,1.0,25/8/20,25.0,899.0,0.0,101.0,0.0,0.0,20.0,1.0,6.0,6.0,13.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1188,4088.0,1962.0,PhD,Together,31497.0,0.0,1.0,6/12/19,22.0,108.0,1.0,28.0,13.0,1.0,4.0,2.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,5231.0,1974.0,2n Cycle,Married,45894.0,0.0,2.0,27/2/21,15.0,27.0,2.0,7.0,0.0,2.0,13.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,590.0,1970.0,Master,Divorced,78579.0,0.0,0.0,22/12/19,35.0,816.0,66.0,549.0,216.0,66.0,99.0,1.0,5.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1191,8732.0,1969.0,Master,Widow,67369.0,0.0,1.0,17/11/19,81.0,1298.0,0.0,70.0,37.0,14.0,42.0,4.0,7.0,4.0,10.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1192,2315.0,1960.0,Graduation,Divorced,58401.0,0.0,1.0,20/4/21,55.0,10.0,0.0,11.0,17.0,29.0,29.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,3515.0,1952.0,Graduation,Single,62307.0,0.0,1.0,17/2/21,94.0,87.0,13.0,34.0,10.0,6.0,10.0,1.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,2245.0,1969.0,Master,Married,43641.0,1.0,1.0,22/4/20,50.0,57.0,2.0,51.0,4.0,2.0,23.0,3.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,6283.0,1968.0,Master,Divorced,63841.0,0.0,1.0,21/4/20,64.0,635.0,15.0,100.0,20.0,7.0,131.0,1.0,9.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,2246.0,1965.0,2n Cycle,Married,46891.0,0.0,1.0,1/9/20,91.0,43.0,12.0,23.0,29.0,15.0,61.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,6606.0,1969.0,Master,Married,70091.0,1.0,0.0,31/3/20,11.0,964.0,34.0,137.0,15.0,0.0,11.0,2.0,5.0,2.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1198,5545.0,1972.0,PhD,Married,78075.0,0.0,0.0,5/4/21,72.0,572.0,8.0,259.0,34.0,35.0,80.0,1.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,7342.0,1961.0,2n Cycle,Widow,59184.0,0.0,1.0,9/9/19,6.0,341.0,142.0,113.0,259.0,151.0,66.0,3.0,6.0,6.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,837.0,1977.0,Graduation,Married,54809.0,1.0,1.0,11/9/20,0.0,63.0,6.0,57.0,13.0,13.0,22.0,4.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,9500.0,1959.0,Graduation,Married,58113.0,0.0,1.0,25/1/20,66.0,221.0,104.0,169.0,102.0,78.0,84.0,3.0,9.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1202,3602.0,1958.0,Master,Married,51412.0,0.0,1.0,31/12/20,42.0,140.0,3.0,29.0,4.0,5.0,14.0,2.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,234.0,1979.0,Graduation,Divorced,15287.0,1.0,0.0,10/10/19,60.0,1.0,2.0,8.0,4.0,3.0,13.0,2.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1204,2995.0,1957.0,Master,Together,66636.0,0.0,0.0,17/8/20,64.0,291.0,10.0,689.0,84.0,10.0,0.0,1.0,3.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,1118.0,1956.0,Master,Married,50965.0,0.0,1.0,20/2/20,87.0,544.0,13.0,85.0,8.0,6.0,29.0,3.0,10.0,4.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,7789.0,1965.0,PhD,Married,84618.0,0.0,0.0,22/11/20,96.0,684.0,100.0,801.0,21.0,66.0,0.0,1.0,6.0,9.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1207,3068.0,1990.0,Graduation,Married,18351.0,0.0,0.0,29/10/20,1.0,1.0,12.0,9.0,0.0,14.0,7.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,8955.0,1957.0,PhD,Together,40451.0,0.0,2.0,16/2/21,54.0,35.0,0.0,4.0,0.0,0.0,10.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,945.0,1965.0,Graduation,Together,36317.0,0.0,1.0,22/5/20,53.0,87.0,3.0,25.0,3.0,2.0,13.0,2.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,5644.0,1957.0,Graduation,Together,42213.0,0.0,1.0,12/10/20,96.0,309.0,3.0,24.0,4.0,3.0,20.0,2.0,5.0,1.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1211,7192.0,1955.0,Graduation,Together,65748.0,0.0,1.0,15/4/20,58.0,172.0,73.0,93.0,95.0,78.0,34.0,2.0,2.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1212,2324.0,1972.0,Graduation,Together,77044.0,0.0,1.0,27/10/20,12.0,625.0,38.0,242.0,50.0,34.0,76.0,2.0,7.0,11.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,697.0,1969.0,Graduation,Together,74918.0,0.0,0.0,12/3/20,78.0,972.0,59.0,913.0,25.0,19.0,59.0,1.0,5.0,9.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1214,3439.0,1972.0,Graduation,Married,56721.0,1.0,1.0,31/10/19,64.0,157.0,6.0,39.0,6.0,13.0,75.0,5.0,4.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,1506.0,1975.0,Graduation,Single,42160.0,1.0,1.0,28/6/20,26.0,48.0,9.0,45.0,3.0,15.0,20.0,4.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1216,232.0,1965.0,Graduation,Single,61559.0,0.0,1.0,17/7/20,8.0,279.0,83.0,88.0,32.0,14.0,34.0,1.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,8876.0,1963.0,PhD,Together,33629.0,1.0,1.0,8/8/19,49.0,132.0,0.0,16.0,0.0,0.0,4.0,5.0,3.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,4500.0,1991.0,PhD,Together,68682.0,0.0,0.0,6/10/20,56.0,919.0,0.0,505.0,99.0,30.0,45.0,1.0,4.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,9739.0,1963.0,Graduation,Single,34377.0,0.0,1.0,19/1/20,55.0,62.0,0.0,22.0,3.0,1.0,26.0,2.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,10395.0,1986.0,Basic,Single,8940.0,1.0,0.0,22/8/19,25.0,1.0,45.0,3.0,4.0,6.0,42.0,3.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,1176.0,1973.0,Graduation,Married,26228.0,1.0,0.0,22/9/20,50.0,2.0,6.0,4.0,3.0,1.0,9.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,1627.0,1957.0,2n Cycle,Divorced,77297.0,0.0,0.0,26/1/20,84.0,408.0,61.0,109.0,48.0,122.0,41.0,1.0,5.0,7.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1223,938.0,1981.0,Graduation,Married,40211.0,1.0,1.0,30/7/20,30.0,51.0,1.0,7.0,2.0,1.0,25.0,2.0,2.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,2740.0,1958.0,PhD,Widow,33438.0,1.0,1.0,22/9/20,81.0,62.0,1.0,16.0,3.0,2.0,6.0,4.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,257.0,1959.0,PhD,Married,75032.0,0.0,1.0,28/4/20,74.0,952.0,12.0,180.0,47.0,12.0,12.0,2.0,5.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,4058.0,1955.0,PhD,Single,61284.0,0.0,0.0,12/10/20,76.0,618.0,15.0,106.0,20.0,7.0,45.0,1.0,11.0,2.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1227,7736.0,1986.0,Graduation,Married,22518.0,1.0,0.0,22/10/19,36.0,11.0,7.0,12.0,2.0,2.0,27.0,2.0,2.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1228,8210.0,1975.0,Master,Married,54730.0,0.0,1.0,15/8/20,64.0,318.0,3.0,17.0,4.0,7.0,56.0,5.0,4.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,833.0,1955.0,Master,Married,38452.0,1.0,1.0,30/3/21,62.0,56.0,0.0,14.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,6230.0,1971.0,Graduation,Divorced,44421.0,1.0,1.0,15/2/20,53.0,110.0,5.0,59.0,7.0,1.0,7.0,5.0,5.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,7325.0,1986.0,PhD,Together,38197.0,1.0,0.0,29/6/20,86.0,23.0,0.0,11.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,1307.0,1978.0,Graduation,Divorced,41986.0,0.0,1.0,9/2/21,15.0,27.0,5.0,8.0,8.0,3.0,12.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,1502.0,1983.0,Graduation,Together,28427.0,1.0,0.0,21/3/20,67.0,18.0,3.0,19.0,3.0,3.0,6.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,6211.0,1976.0,PhD,Together,37395.0,1.0,0.0,2/5/21,47.0,18.0,0.0,9.0,0.0,1.0,11.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,843.0,1971.0,Graduation,Married,64722.0,1.0,0.0,26/5/21,47.0,303.0,0.0,280.0,60.0,147.0,15.0,4.0,8.0,2.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,4174.0,1956.0,Master,Together,55249.0,0.0,1.0,17/4/21,81.0,97.0,1.0,19.0,2.0,0.0,11.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,9757.0,1972.0,Graduation,Together,84906.0,0.0,0.0,4/10/20,98.0,997.0,15.0,414.0,99.0,30.0,76.0,1.0,5.0,6.0,12.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1238,6918.0,1989.0,Graduation,Married,28691.0,1.0,0.0,4/7/20,56.0,5.0,4.0,13.0,8.0,0.0,4.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,286.0,1952.0,Graduation,Single,44213.0,1.0,1.0,29/11/20,48.0,95.0,11.0,35.0,0.0,4.0,7.0,4.0,2.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,11086.0,1984.0,Basic,Single,25707.0,1.0,0.0,18/1/21,18.0,1.0,6.0,2.0,3.0,6.0,3.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,1921.0,1967.0,PhD,Married,59062.0,2.0,1.0,3/10/20,74.0,46.0,1.0,12.0,3.0,0.0,9.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,4138.0,1962.0,Graduation,Single,76624.0,0.0,1.0,24/5/21,68.0,411.0,106.0,147.0,54.0,115.0,66.0,1.0,5.0,10.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,7718.0,1947.0,Master,Together,66000.0,0.0,0.0,20/4/21,36.0,244.0,51.0,270.0,101.0,0.0,45.0,1.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,1291.0,1978.0,PhD,Together,27683.0,1.0,0.0,4/8/19,90.0,152.0,9.0,121.0,12.0,12.0,45.0,4.0,6.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,6862.0,1971.0,Graduation,Divorced,1730.0,0.0,0.0,18/5/21,65.0,1.0,1.0,3.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,4136.0,1992.0,Basic,Single,7500.0,1.0,0.0,3/12/19,63.0,10.0,17.0,18.0,8.0,26.0,40.0,4.0,3.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,803.0,1968.0,Graduation,Together,40521.0,1.0,1.0,5/4/20,82.0,12.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,4298.0,1973.0,PhD,Together,20427.0,1.0,0.0,24/3/21,63.0,5.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,10833.0,1975.0,Graduation,Married,65106.0,0.0,1.0,24/5/21,55.0,790.0,19.0,133.0,12.0,0.0,19.0,3.0,8.0,3.0,13.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1250,9606.0,1965.0,PhD,Married,69969.0,0.0,0.0,27/8/20,64.0,882.0,29.0,514.0,38.0,29.0,44.0,1.0,4.0,2.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1251,8534.0,1952.0,Graduation,Married,67433.0,0.0,2.0,16/7/20,51.0,615.0,28.0,259.0,12.0,48.0,30.0,4.0,6.0,5.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1252,5153.0,1967.0,PhD,Married,77766.0,0.0,1.0,22/2/20,97.0,1004.0,59.0,265.0,115.0,59.0,27.0,2.0,11.0,10.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1253,961.0,1972.0,Graduation,Married,74716.0,0.0,1.0,12/9/20,92.0,133.0,27.0,421.0,13.0,195.0,71.0,2.0,7.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,5011.0,1963.0,Graduation,Divorced,68118.0,0.0,1.0,18/10/20,51.0,595.0,23.0,123.0,10.0,23.0,154.0,2.0,8.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
